query,original_answer
"The ""lives"" in my game won't appear? pygame: <p>So, in my memory game, I got that when you click a wrong button, you lose a life. And this works! After losing 3 lives, you lose. But the problem here is that the text for the lives won't appear in my game once it starts up. Could anyone help me out? (If you're interested in seeing the entire code, then you could look at it here <a href=""http://pastebin.com/rkBGC2rD"" rel=""nofollow"">http://pastebin.com/rkBGC2rD</a>)</p>

<pre><code>def main():
    global FPSCLOCK, DISPLAYSURF, BASICFONT, BEEP1, BEEP2, BEEP3, BEEP4

    pygame.init()
    FPSCLOCK = pygame.time.Clock()
    DISPLAYSURF = pygame.display.set_mode((WIDTH, HEIGHT))
    pygame.display.set_caption('Simulate')

    # font 
    BASICFONT = pygame.font.Font(None, 30)

    # load the sound files
    BEEP1 = pygame.mixer.Sound('beep1.wav')
    BEEP2 = pygame.mixer.Sound('beep2.wav')
    BEEP3 = pygame.mixer.Sound('beep3.wav')
    BEEP4 = pygame.mixer.Sound('beep4.wav')
    SOUNDTRACK = pygame.mixer.Sound('soundtrack.wav')
    ERROR = pygame.mixer.Sound('error.wav')

    # initialize some variables for a new game
    pattern = [] # stores the pattern of colors
    currentStep = 0 # the color the player must push next
    lastClickTime = 0 # ""time stamp"" of the player's last button push
    score = 0

    # plays the soundtrack music 
    SOUNDTRACK.play(-1, 0, 1000)

    # start-up screen text
    text = BASICFONT.render('Press enter to play!', 1, WHITE)
    textRect = text.get_rect()
    textRect.centerx = DISPLAYSURF.get_rect().centerx
    textRect.y = 150
    DISPLAYSURF.blit(text, textRect)

    # update the screen
    pygame.display.update()

    # the start up screen command
    waiting = True
    while waiting:      
        for event in pygame.event.get():
            if event.type == pygame.KEYDOWN:
                if event.key == pygame.K_RETURN:
                    waiting = False

    # amount of lives
    lives = 3
    img = BASICFONT.render('I'*lives, 1, WHITE)
    livesRect = img.get_rect()
    livesRect.topleft = (10, 10)
    DISPLAYSURF.blit(img, livesRect)

    # when False, the pattern is playing. when True, waiting for the player to click a colored button:
    waitingForInput = False

    while True: # main game loop
        clickedButton = None # button that was clicked (set to YELLOW, RED, GREEN, or BLUE)
        DISPLAYSURF.fill(bgColor)
        drawButtons()

        scoreSurf = BASICFONT.render('Score: ' + str(score), 1, WHITE)
        scoreRect = scoreSurf.get_rect()
        scoreRect.topleft = (WIDTH - 100, 10)
        DISPLAYSURF.blit(scoreSurf, scoreRect)      

        checkForQuit()
        for event in pygame.event.get(): # event handling loop
            if event.type == MOUSEBUTTONUP:
                mousex, mousey = event.pos
                clickedButton = getButtonClicked(mousex, mousey)

        if not waitingForInput:
            # play the pattern
            pygame.display.update()
            pygame.time.wait(1000)
            pattern.append(random.choice((YELLOW, BLUE, RED, GREEN)))
            for button in pattern:
                flashButtonAnimation(button)
                pygame.time.wait(FLASHDELAY)
            waitingForInput = True
        else:
            # wait for the player to enter buttons
            if clickedButton and clickedButton == pattern[currentStep]:
                # pushed the correct button
                flashButtonAnimation(clickedButton)
                currentStep += 1
                lastClickTime = time.time()

                if currentStep == len(pattern):
                    # pushed the last button in the pattern
                    score += 1
                    waitingForInput = False
                    currentStep = 0 # reset back to first step

            elif (clickedButton and clickedButton != pattern[currentStep]) or (currentStep != 0 and time.time() - TIMEOUT &gt; lastClickTime):
                # pushed the incorrect button, or has timed out
                pattern = []
                currentStep = 0
                waitingForInput = False
                lives = lives - 1
                SOUNDTRACK.stop()
                ERROR.play()
                pygame.time.wait(1000)
                SOUNDTRACK.play(-1, 0, 1000)
                pygame.display.update()
                if lives &lt; 1:               
                    gameOverAnimation()
                    # reset the variables for a new game:
                    pattern = []
                    currentStep = 0
                    waitingForInput = False
                    score = 0
                    pygame.time.wait(1000)

        pygame.display.update()
        FPSCLOCK.tick(FPS) 
</code></pre>","<p>In the main loop, you fill over the entire background with <code>DISPLAYSURF.fill(bgColor)</code> but don't draw <code>livesRect</code> again.</p>"
"Global variable in python flask claims it is being referenced before usage in 1 of 5 functions using it: <p>I get the following error when viewing my page on the browser.</p>

<pre><code>File ""/home/jsnyder10/Documents/45/flask/lib/python2.7/site-packages/flask/app.py"", line 1997, in __call__
    return self.wsgi_app(environ, start_response)
File ""/home/jsnyder10/Documents/45/flask/lib/python2.7/site-packages/flask/app.py"", line 1985, in wsgi_app
    response = self.handle_exception(e)
File ""/home/jsnyder10/Documents/45/flask/lib/python2.7/site-packages/flask/app.py"", line 1540, in handle_exception
    reraise(exc_type, exc_value, tb)
File ""/home/jsnyder10/Documents/45/flask/lib/python2.7/site-packages/flask/app.py"", line 1982, in wsgi_app
    response = self.full_dispatch_request()
File ""/home/jsnyder10/Documents/45/flask/lib/python2.7/site-packages/flask/app.py"", line 1614, in full_dispatch_request
    rv = self.handle_user_exception(e)
File ""/home/jsnyder10/Documents/45/flask/lib/python2.7/site-packages/flask/app.py"", line 1517, in handle_user_exception
    reraise(exc_type, exc_value, tb)
File ""/home/jsnyder10/Documents/45/flask/lib/python2.7/site-packages/flask/app.py"", line 1612, in full_dispatch_request
    rv = self.dispatch_request()
File ""/home/jsnyder10/Documents/45/flask/lib/python2.7/site-packages/flask/app.py"", line 1598, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
File ""/home/jsnyder10/Documents/45/flask/lib/python2.7/site-packages/flask_login/utils.py"", line 228, in decorated_view
    return func(*args, **kwargs)
File ""/home/jsnyder10/Documents/jMessage/app/views.py"", line 66, in admin_edit_groups
    if not g.user.admin:
UnboundLocalError: local variable 'g' referenced before assignment
</code></pre>

<p>Here is my python code using Flask for routing. The first function is the code I used in every single admin route that works perfectly, but for some reason the admin_edit_groups route throws this error.What am I missing?</p>

<pre><code>from flask import render_template, flash, redirect, session, url_for, request, \
    g, jsonify, send_from_directory

@app.route('/admin', methods=['GET', 'POST'])
@login_required
def admin():
    if not g.user.admin:
        flash('Page unacessible.')
        return redirect(url_for('index'))
    return render_template('admin.html',title='Admin') 

@app.route('/admin_edit_groups', methods=['GET', 'POST'])
@login_required
def admin_edit_groups():
    if not g.user.admin:
        flash('Page unacessible.')
        return redirect(url_for('index'))
    form = AddGroupForm()
    if request.method == 'POST' and form.validate():
        if not Group.query.filter_by(name=form.groupname.data).count()&gt;0:
            g=Group(name=form.groupname.data)
            db.session.add(g)
            db.session.commit()
            flash('Added Group name ' + form.groupname.data)
        else:
            flash('Group: ' + form.groupname.data + ' already exists.')
    groups=Group.query.all()
    return render_template('admin_edit_groups.html',title='Admin', form=form, groups=groups)
</code></pre>","<p>You are using another <code>g</code> inside your function, this will overwrite global <code>g</code>.</p>

<pre><code>if not Group.query.filter_by(name=form.groupname.data).count()&gt;0:
    g=Group(name=form.groupname.data)  # Here it is, rename it.
    db.session.add(g)
    db.session.commit()
</code></pre>"
"What is the scope of the Google App Engine api's namespace manager?: <p>I'm building an API with Flask in Google App Engine Python Standard Environment that is served through multiple domains.</p>

<p>The API can be used to store data and fetch data.</p>

<p>I want to use cloud datastore's multitenancy to store or fetch data only in a namespace determined by the domain from which the API is accessed.</p>

<p>The only way I can see to do this is to use <code>google.appengine.api.namespace_manager</code> to set the namespace either at request time or in a context manager at I/O time.</p>

<p>I wrote this context manager:</p>

<pre><code>@contextmanager
def multitenancy_namespace(namespace):
    original_namespace = namespace_manager.get_namespace()
    if namespace:
        new_namespace = to_namespace_safe_url(namespace)
        namespace_manager.set_namespace(new_namespace)

    yield

    namespace_manager.set_namespace(original_namespace)
</code></pre>

<p>And it works as expected.</p>

<p>My worry is the scope of <code>namespace_manager</code>. I have not been able to find any documentation about this.</p>

<p>If my API is threaded and used simultaneously by >1000 users, assuming that the namespace as set by <code>namespace_manager.set_namespace(...)</code> is global, I would expect some collisions - data being stored in the wrong namespace because another request called <code>set_namespace</code> after the first request, but before the first request did its I/O.</p>

<p>I wrote a threaded test <a href=""https://gist.github.com/Checkroth/5ff2cc9f47a62f78fe295c76dd14eab2"" rel=""nofollow noreferrer"">here</a> that passes, which tells me that the scope of <code>namespace</code> is at least confined to individual threads (which is good enough for my Flask application).</p>

<p>But what <em>is</em> the context of <code>namespace_manager</code>? What does <code>set_namespace</code> actually do? Where is the namespace setting saved? Is there a use case where a namespace collision <em>could</em> happen?</p>","<p>If you look to the <a href=""https://github.com/optimizely/python-appengine/blob/master/google/appengine/api/namespace_manager/namespace_manager.py"" rel=""nofollow noreferrer"">source code</a> of <code>namespace_manager.set_namespace(...)</code> you'll see it does it by settings the namespace to an environment variable:</p>

<pre><code>def set_namespace(namespace):
  """"""Set the default namespace for the current HTTP request.
  Args:
    namespace: A string naming the new namespace to use. A value of None
      will unset the default namespace value.
  """"""
  if namespace is None:
    os.environ.pop(_ENV_CURRENT_NAMESPACE, None)
  else:
    validate_namespace(namespace)
    os.environ[_ENV_CURRENT_NAMESPACE] = namespace
</code></pre>

<p>When a thread switches context the AppEngine backups &amp; restores the environment variables as needed. They are guaranteed to be request bounded so it is opaque to user's code. I don't remember if there is docs for this, I think I've learned this at some forum thread.</p>

<p>The comment <code>Set the default namespace for the current HTTP request</code> is implicitly confirms this.</p>

<p>We use it at <a href=""https://www.myclasses.org"" rel=""nofollow noreferrer"">www.myclasses.org</a> for few years and it's never been a problem.</p>

<p>So relax, you are safe to use it in multi-threaded environment!</p>"
"Applying functools.wraps to nested wrappers: <p>I have a base decorator that takes arguments but that also is built upon by other decorators. I can't seem to figure where to put the functools.wraps in order to preserve the full signature of the decorated function.</p>

<pre><code>import inspect
from functools import wraps

# Base decorator
def _process_arguments(func, *indices):
    """""" Apply the pre-processing function to each selected parameter """"""
    @wraps(func)
    def wrap(f):
        @wraps(f)
        def wrapped_f(*args):
            params = inspect.getargspec(f)[0]

            args_out = list()
            for ind, arg in enumerate(args):
                if ind in indices:
                    args_out.append(func(arg))
                else:
                    args_out.append(arg)

            return f(*args_out)
        return wrapped_f
    return wrap


# Function that will be used to process each parameter
def double(x):
    return x * 2

# Decorator called by end user
def double_selected(*args):
    return _process_arguments(double, *args)

# End-user's function
@double_selected(2, 0)
def say_hello(a1, a2, a3):
    """""" doc string for say_hello """"""
    print('{} {} {}'.format(a1, a2, a3))

say_hello('say', 'hello', 'arguments')
</code></pre>

<p>The result of this code should be <em>and is</em>:</p>

<pre><code>saysay hello argumentsarguments
</code></pre>

<p>However, running help on say_hello gives me:</p>

<pre><code>say_hello(*args, **kwargs)
    doc string for say_hello
</code></pre>

<p>Everything is preserved except the parameter names.</p>

<p>It seems like I just need to add another @wraps() somewhere, but where?</p>","<p>I experimented with this: </p>

<pre><code>&gt;&gt;&gt; from functools import wraps
&gt;&gt;&gt; def x(): print(1)
...
&gt;&gt;&gt; @wraps(x)
... def xyz(a,b,c): return x


&gt;&gt;&gt; xyz.__name__
'x'
&gt;&gt;&gt; help(xyz)
Help on function x in module __main__:

x(a, b, c)
</code></pre>

<p>AFAIK, this has nothing to do with <code>wraps</code> itself, but an issue related to <code>help</code>. Indeed, because <code>help</code> inspects your objects to provide the information, including <code>__doc__</code> and other attributes, this is why you get this behavior, although your wrapped function has different argument list. Though, <code>wraps</code> doesn't update that automatically (the argument list) what it really updates is this tuple and the <code>__dict__</code> which is technically the objects namespace: </p>

<pre><code>WRAPPER_ASSIGNMENTS = ('__module__', '__name__', '__qualname__', '__doc__',
                       '__annotations__')
WRAPPER_UPDATES = ('__dict__',)
</code></pre>

<p>If you aren't sure about how <code>wraps</code> work, probably it'll help if your read the the source code from the standard library: <code>functools.py</code>.</p>

<blockquote>
  <p>It seems like I just need to add another @wraps() somewhere, but where?</p>
</blockquote>

<p>No, you don't need to add another <code>wraps</code> in your code, <code>help</code> as I stated above works that way by inspecting your objects. The function's arguments  are associated with code objects (<code>__code__</code>) because your function's arguments are stored/represented in that object, <code>wraps</code> has no way to update the argument of the wrapper to be like the wrapped function (continuing with the above example): </p>

<pre><code>&gt;&gt;&gt; xyz.__code__.co_varnames

&gt;&gt;&gt; xyz.__code__.co_varnames = x.__code__.co_varnames
AttributeError: readonly attribute
</code></pre>

<p>If <code>help</code> displayed that function <code>xyz</code> has this argument list <code>()</code> instead of <code>(a, b, c)</code> then this is clearly wrong! And the same applies for <code>wraps</code>, to change the  argument list of the wrapper to the wrapped, would be cumbersome! So this should not be a concern at all. </p>

<pre><code>&gt;&gt;&gt; @wraps(x, (""__code__"",))
... def xyz(a,b,c): pass
...

&gt;&gt;&gt; help(xyz)
Help on function xyz in module __main__:

xyz()
</code></pre>

<p>But <code>xyz()</code> returns <code>x()</code>: </p>

<pre><code>&gt;&gt;&gt; xyz()
1
</code></pre>

<p>For other references take a look at this question or the Python Documentation</p>

<p><a href=""https://stackoverflow.com/questions/308999/what-does-functools-wraps-do"">What does functools.wraps do?</a></p>"
"Applying functools.wraps to nested wrappers: <p>I have a base decorator that takes arguments but that also is built upon by other decorators. I can't seem to figure where to put the functools.wraps in order to preserve the full signature of the decorated function.</p>

<pre><code>import inspect
from functools import wraps

# Base decorator
def _process_arguments(func, *indices):
    """""" Apply the pre-processing function to each selected parameter """"""
    @wraps(func)
    def wrap(f):
        @wraps(f)
        def wrapped_f(*args):
            params = inspect.getargspec(f)[0]

            args_out = list()
            for ind, arg in enumerate(args):
                if ind in indices:
                    args_out.append(func(arg))
                else:
                    args_out.append(arg)

            return f(*args_out)
        return wrapped_f
    return wrap


# Function that will be used to process each parameter
def double(x):
    return x * 2

# Decorator called by end user
def double_selected(*args):
    return _process_arguments(double, *args)

# End-user's function
@double_selected(2, 0)
def say_hello(a1, a2, a3):
    """""" doc string for say_hello """"""
    print('{} {} {}'.format(a1, a2, a3))

say_hello('say', 'hello', 'arguments')
</code></pre>

<p>The result of this code should be <em>and is</em>:</p>

<pre><code>saysay hello argumentsarguments
</code></pre>

<p>However, running help on say_hello gives me:</p>

<pre><code>say_hello(*args, **kwargs)
    doc string for say_hello
</code></pre>

<p>Everything is preserved except the parameter names.</p>

<p>It seems like I just need to add another @wraps() somewhere, but where?</p>","<p>direprobs was correct in that no amount of functools wraps would get me there. bravosierra99 pointed me to somewhat related examples. However, I couldn't find a single example of signature preservation on nested decorators in which the outer decorator takes arguments.</p>

<p>The <a href=""http://www.artima.com/forums/flat.jsp?forum=106&amp;thread=240845"" rel=""nofollow"">comments on Bruce Eckel's post</a> on decorators with arguments gave me the biggest hints in achieving my desired result.</p>

<p>The key was in removing the middle function from within my _process_arguments function and placing its parameter in the next, nested function. It kind of makes sense to me now...but it works:</p>

<pre><code>import inspect
from decorator import decorator

# Base decorator
def _process_arguments(func, *indices):
    """""" Apply the pre-processing function to each selected parameter """"""
    @decorator
    def wrapped_f(f, *args):
        params = inspect.getargspec(f)[0]

        args_out = list()
        for ind, arg in enumerate(args):
            if ind in indices:
                args_out.append(func(arg))
            else:
                args_out.append(arg)

        return f(*args_out)
    return wrapped_f


# Function that will be used to process each parameter
def double(x):
    return x * 2

# Decorator called by end user
def double_selected(*args):
    return _process_arguments(double, *args)

# End-user's function
@double_selected(2, 0)
def say_hello(a1, a2,a3):
    """""" doc string for say_hello """"""
    print('{} {} {}'.format(a1, a2, a3))

say_hello('say', 'hello', 'arguments')
print(help(say_hello))
</code></pre>

<p>And the result:</p>

<pre><code>saysay hello argumentsarguments
Help on function say_hello in module __main__:

say_hello(a1, a2, a3)
    doc string for say_hello
</code></pre>"
"python and python2.7 runs different python instances: <p>This is the output when I write <code>whereis python2.7</code></p>

<p><code>python2.7: /usr/local/bin/python2.7 /usr/local/lib/python2.7 /opt/python2.7.1/bin/python2.7
</code></p>

<p>Version of python under <code>/usr/local/</code> is python2.7.2 and version of python under <code>/opt/python/2.7.1</code> is python2.7.1 as you see.</p>

<p>When I write <code>python</code> it runs <code>python2.7.1</code> because I changed the bash_profile. But When I write <code>python2.7</code> it runs <code>python2.7.2</code>.</p>

<p>I would like totally remove the <code>python2.7.2</code> which is under the <code>/usr/local/</code> and use the binary under <code>/opt/python2.7.1</code>.</p>

<p>How can I solve this problem?</p>

<p>Note: It is a CentOS5 server and python2.4 is already installed as you consider.</p>","<p>You could simply try using an alias in ~/.bash_aliases so that you always refer to the python you want inside your terminal and user instance. I would not recommend removing python2.7.2 as it might cause dependency issues</p>

<p>Like this</p>

<pre><code>alias python2.7 = ""/path/to/python2.7.1/""
</code></pre>"
"python and python2.7 runs different python instances: <p>This is the output when I write <code>whereis python2.7</code></p>

<p><code>python2.7: /usr/local/bin/python2.7 /usr/local/lib/python2.7 /opt/python2.7.1/bin/python2.7
</code></p>

<p>Version of python under <code>/usr/local/</code> is python2.7.2 and version of python under <code>/opt/python/2.7.1</code> is python2.7.1 as you see.</p>

<p>When I write <code>python</code> it runs <code>python2.7.1</code> because I changed the bash_profile. But When I write <code>python2.7</code> it runs <code>python2.7.2</code>.</p>

<p>I would like totally remove the <code>python2.7.2</code> which is under the <code>/usr/local/</code> and use the binary under <code>/opt/python2.7.1</code>.</p>

<p>How can I solve this problem?</p>

<p>Note: It is a CentOS5 server and python2.4 is already installed as you consider.</p>","<p>your PATH is mixed up, do the following:</p>

<pre><code>export PATH=/opt/python2.7.1/bin:$PATH
export LD_LIBRARY_PATH=/opt/python2.7.1/lib:$LD_LIBRARY_PATH
</code></pre>"
"Parsing semi-unstructured text file with Python. Keeping some rows and pivot others: <p>I have a file with decent structure, but the dates of subsequent events (one or more) are only printed once. I can't figure out how to read the file, recognize dates, and the map them to each game result that follows, until the next date appears.</p>

<p>The data looks like this:</p>

<pre><code>Sa 19.11.2016 
FC Tuggen
FC Basel 1893 II 
1
3

SC Cham 
FC Zürich II 
0
1

SC Kriens
FC Köniz  
3
1

Sa 26.11.2016 
FC Bavois
SC Brühl  
1
4

Mi 30.11.2016 
FC Zürich II
FC Basel 1893 II 
2
2
</code></pre>

<p>Each date can apply to one or more game results. I've tried reading through the file and grepping dates</p>

<pre><code>keys = []
for line in d:
    if line[0:2] in ('Sa','So','Mo','Di','Mi','Do','Fr'):
        keys.append(line[2:-1].strip())
</code></pre>

<p>But then I don't know how to assign the same date to the games the follow, until the next date arrives. For this I've tried various combinations of enumerate(), xrange(), etc. enumerate() didn't work how I tried because I could only add the first game after each date.</p>

<p>My desired output looks as follows, or a defaultdict(list) with keys as the date and array elements as small dictionaries:</p>

<pre><code>Sa 19.11.2016,FC Tuggen,FC Basel 1893 II,1,3
Sa 19.11.2016,SC Cham,FC Zürich II,0,1
Sa 19.11.2016,SC Kriens,FC Köniz,3,1
Sa 26.11.2016,FC Bavois,SC Brühl,1,4
Mi 30.11.2016,FC Zürich II,FC Basel 1893 II,2,2
</code></pre>","<p>Something as simply as the following might work, assuming that the input file has a format similar to what you have shown. Keep track of the last seen date using a variable.</p>

<pre><code>lastseendate = None
gameinfo = []

for line in f:
    if line[0:2] in ('Sa','So','Mo','Di','Mi','Do','Fr'):  # date row
        lastseendate = line.strip()
    elif len(line.strip()) == 0:  # empty line
        print(lastseendate + ',' + ','.join(gameinfo))  # print out the row for game just read before
        gameinfo = []  # ready to read the next game info
    else:
        gameinfo.append(line.strip())
</code></pre>

<p>If the leading two characters before the date are too many to hardcode, then you could use a regular expression like below.</p>

<pre><code>import re
pat = re.compile(""[A-Za-z] \d{2}\.\d{2}\.\d{4}"")
</code></pre>

<p>Then replace the <code># date row</code> line with</p>

<pre><code>if pat.match(line):
</code></pre>

<h3>EDIT</h3>

<ol>
<li>This piece of code does not print the info of the last game in the file unless there is an empty line at the end of the file. To fix this, either add an empty line at the end of the file or repeat the print statement after the loop ends.</li>
<li>Removed <code>\n</code> in the print statement (unnecessary as <code>print</code> already prints new line).</li>
</ol>"
"Parsing semi-unstructured text file with Python. Keeping some rows and pivot others: <p>I have a file with decent structure, but the dates of subsequent events (one or more) are only printed once. I can't figure out how to read the file, recognize dates, and the map them to each game result that follows, until the next date appears.</p>

<p>The data looks like this:</p>

<pre><code>Sa 19.11.2016 
FC Tuggen
FC Basel 1893 II 
1
3

SC Cham 
FC Zürich II 
0
1

SC Kriens
FC Köniz  
3
1

Sa 26.11.2016 
FC Bavois
SC Brühl  
1
4

Mi 30.11.2016 
FC Zürich II
FC Basel 1893 II 
2
2
</code></pre>

<p>Each date can apply to one or more game results. I've tried reading through the file and grepping dates</p>

<pre><code>keys = []
for line in d:
    if line[0:2] in ('Sa','So','Mo','Di','Mi','Do','Fr'):
        keys.append(line[2:-1].strip())
</code></pre>

<p>But then I don't know how to assign the same date to the games the follow, until the next date arrives. For this I've tried various combinations of enumerate(), xrange(), etc. enumerate() didn't work how I tried because I could only add the first game after each date.</p>

<p>My desired output looks as follows, or a defaultdict(list) with keys as the date and array elements as small dictionaries:</p>

<pre><code>Sa 19.11.2016,FC Tuggen,FC Basel 1893 II,1,3
Sa 19.11.2016,SC Cham,FC Zürich II,0,1
Sa 19.11.2016,SC Kriens,FC Köniz,3,1
Sa 26.11.2016,FC Bavois,SC Brühl,1,4
Mi 30.11.2016,FC Zürich II,FC Basel 1893 II,2,2
</code></pre>","<p>This alternative copes, whether or not there is a blank line at the end. The essential idea is to send an additional token representing end-of-file, which could be redundant.</p>

<pre><code>class Token:
    def __call__ (self, token):
        if len(token) == 0 or token=='-':
            print (','. join(self.content))
        if token[0:2] in ('Sa','So','Mo','Di','Mi','Do','Fr'):
            self.content = [token]
        else:
            self.content.append(token)

token = Token()

with open('football.txt') as football:
    for line in football.readlines():
        token(line.strip())
    line = football.readline()
    token('-')
</code></pre>

<p>Result:</p>

<pre><code>Sa 19.11.2016,FC Tuggen,FC Basel 1893 II,1,3
Sa 19.11.2016,FC Tuggen,FC Basel 1893 II,1,3,,SC Cham,FC Zürich II,0,1
Sa 19.11.2016,FC Tuggen,FC Basel 1893 II,1,3,,SC Cham,FC Zürich II,0,1,,SC Kriens,FC Köniz,3,1
Sa 26.11.2016,FC Bavois,SC Brühl,1,4
Mi 30.11.2016,FC Zürich II,FC Basel 1893 II,2,2
</code></pre>"
"Parsing semi-unstructured text file with Python. Keeping some rows and pivot others: <p>I have a file with decent structure, but the dates of subsequent events (one or more) are only printed once. I can't figure out how to read the file, recognize dates, and the map them to each game result that follows, until the next date appears.</p>

<p>The data looks like this:</p>

<pre><code>Sa 19.11.2016 
FC Tuggen
FC Basel 1893 II 
1
3

SC Cham 
FC Zürich II 
0
1

SC Kriens
FC Köniz  
3
1

Sa 26.11.2016 
FC Bavois
SC Brühl  
1
4

Mi 30.11.2016 
FC Zürich II
FC Basel 1893 II 
2
2
</code></pre>

<p>Each date can apply to one or more game results. I've tried reading through the file and grepping dates</p>

<pre><code>keys = []
for line in d:
    if line[0:2] in ('Sa','So','Mo','Di','Mi','Do','Fr'):
        keys.append(line[2:-1].strip())
</code></pre>

<p>But then I don't know how to assign the same date to the games the follow, until the next date arrives. For this I've tried various combinations of enumerate(), xrange(), etc. enumerate() didn't work how I tried because I could only add the first game after each date.</p>

<p>My desired output looks as follows, or a defaultdict(list) with keys as the date and array elements as small dictionaries:</p>

<pre><code>Sa 19.11.2016,FC Tuggen,FC Basel 1893 II,1,3
Sa 19.11.2016,SC Cham,FC Zürich II,0,1
Sa 19.11.2016,SC Kriens,FC Köniz,3,1
Sa 26.11.2016,FC Bavois,SC Brühl,1,4
Mi 30.11.2016,FC Zürich II,FC Basel 1893 II,2,2
</code></pre>","<pre><code># vim: set fileencoding=utf-8 :


def parse(it):
  record, date = [], """"
  for line in it:
    line = line.strip()
    if not line:
      if len(record) &gt; 1:
        yield "","".join(record)
      if date:
        record = [date]
      continue
    if line.startswith(('Sa', 'So', 'Mo', 'Di', 'Mi', 'Do', 'Fr')):
      if len(record) &gt; 1:
        yield "","".join(record)
      date = line
      record = [date]
      continue

    record.append(line)

  if len(record) &gt; 1:
    yield "","".join(record)


if __name__ == ""__main__"":
  input = """"""
Sa 19.11.2016
FC Tuggen
FC Basel 1893 II
1
3

SC Cham
FC Zürich II
0
1

SC Kriens
FC Köniz
3
1

Sa 26.11.2016
FC Bavois
SC Brühl
1
4

Mi 30.11.2016
FC Zürich II
FC Basel 1893 II
2
2
""""""
  output = """"""Sa 19.11.2016,FC Tuggen,FC Basel 1893 II,1,3
Sa 19.11.2016,SC Cham,FC Zürich II,0,1
Sa 19.11.2016,SC Kriens,FC Köniz,3,1
Sa 26.11.2016,FC Bavois,SC Brühl,1,4
Mi 30.11.2016,FC Zürich II,FC Basel 1893 II,2,2
""""""
  for record, expected in zip(parse(input.splitlines()), output.splitlines()):
    assert record == expected
</code></pre>"
"Parsing semi-unstructured text file with Python. Keeping some rows and pivot others: <p>I have a file with decent structure, but the dates of subsequent events (one or more) are only printed once. I can't figure out how to read the file, recognize dates, and the map them to each game result that follows, until the next date appears.</p>

<p>The data looks like this:</p>

<pre><code>Sa 19.11.2016 
FC Tuggen
FC Basel 1893 II 
1
3

SC Cham 
FC Zürich II 
0
1

SC Kriens
FC Köniz  
3
1

Sa 26.11.2016 
FC Bavois
SC Brühl  
1
4

Mi 30.11.2016 
FC Zürich II
FC Basel 1893 II 
2
2
</code></pre>

<p>Each date can apply to one or more game results. I've tried reading through the file and grepping dates</p>

<pre><code>keys = []
for line in d:
    if line[0:2] in ('Sa','So','Mo','Di','Mi','Do','Fr'):
        keys.append(line[2:-1].strip())
</code></pre>

<p>But then I don't know how to assign the same date to the games the follow, until the next date arrives. For this I've tried various combinations of enumerate(), xrange(), etc. enumerate() didn't work how I tried because I could only add the first game after each date.</p>

<p>My desired output looks as follows, or a defaultdict(list) with keys as the date and array elements as small dictionaries:</p>

<pre><code>Sa 19.11.2016,FC Tuggen,FC Basel 1893 II,1,3
Sa 19.11.2016,SC Cham,FC Zürich II,0,1
Sa 19.11.2016,SC Kriens,FC Köniz,3,1
Sa 26.11.2016,FC Bavois,SC Brühl,1,4
Mi 30.11.2016,FC Zürich II,FC Basel 1893 II,2,2
</code></pre>","<p>Edit: Ok, misread the problem earlier.This one works with all the provided data, I just didn't want to take up all that space in my code on SO.</p>

<p>First, I split the text by line. Going through each line I do a couple of things. One, I keep track of start lines, which are the first line and any line after an empty line. An empty line also sets the needDate flag to true. </p>

<p>For lines that aren't empty, I use a regex to search for a date. If I find one, its set as the (current) date. Otherwise, I check if needDate is set (due to the previous line being empty) and if so append the date to that line.</p>

<p>Then I grouped the lines, with each start line starting a group using my subList function, then I joined grouped lines with commas. </p>

<pre><code>tf = """"""Sa 19.11.2016
FC Tuggen
FC Basel 1893 II
1
3
""""""

import re

i=0
sl=[0] #start lines
gnu = True
dlt = False # date last turn
lines = tf.split('\n')
for line in lines:
    line = line.rstrip()
    if not line == '':
        regex = re.search('[A-Za-z]+ [0-9]+\.[0-9]+\.[0-9]+', line)
        if regex:
            date = regex.group(0) 
            dlt = True
        elif needDate:
            lines[i] = date + ',' + line
        needDate= False
    else:
            sl.append(i+1)
            needDate = True
    i += 1

def subList(lzt, inds):
    tups = []
    for i in range(len(inds)):
        if i &lt; len(inds)-1:
            tups.append( (inds[i], inds[i+1]))
        else:
            tups.append( (inds[i], len(lzt)))
    return [lzt[s:e] for s,e in tups]

ans = []
for x in subList(lines, sl):
    ans.append("","".join(x[:-1]))

for line in ans:
    print(line)
</code></pre>"
